locality_id,percentage_of_regional_pool_present,number_of_checklists
L10283786,6.8083333333333336,162
L301020,13.449999999999998,415
L5615152,11.858333333333333,30
L2647452,12.083333333333334,15
L526672,10.216666666666667,38
L3266004,7.4916666666666689,35
L2726670,7.7708333333333348,29
L1860777,31.275,137
L1060493,14.217821782178218,39
L2256849,14.509900990099009,26
L3857084,19.755485893416928,71
L9852128,21.793103448275861,51
L1813759,17.479623824451412,61
L7022490,11.598746081504702,15
L8312883,26.244514106583079,78
L4871355,9.9417989417989414,23
L1107515,4.5714285714285712,60
L1699588,12.481481481481481,104
L6482577,8.9629629629629655,40
L4727189,16.211640211640209,18
L5043245,16.312169312169313,28
L2418117,24.756613756613756,36
L1272704,9.4444444444444464,96
L2281750,7.4920634920634912,24
L1107525,7.587301587301587,69
L1017789,14.343915343915343,164
L1157651,16.12169312169312,30
L1300136,3.6123076923076924,96
L2557067,7.1753846153846164,44
L2557634,2.9353846153846157,18
L2557628,12.369230769230771,42
L2555935,14.781538461538464,19
L2557074,15.824615384615385,554
L2556908,8.661538461538461,69
L958314,11.852307692307694,94
L2557109,11.246153846153847,35
L3033858,13.713846153846157,226
L2683905,2.6492307692307691,50
L3107963,4.6,29
L3009579,2.7692307692307687,30
L5069390,6.2000000000000011,26
L7236050,1.7015384615384614,67
L3103558,5.8061538461538458,39
L9671846,8.833846153846153,24
L5037146,16.615384615384617,15
L2557217,9.24,50
L2556924,14.415384615384616,49
L3134034,12.313846153846155,18
L2555571,13.006153846153847,45
L2555587,21.698461538461533,227
L3007891,13.169230769230769,26
L4955566,13.510769230769231,28
L2557876,20.0,15
L9470763,5.7230769230769223,18
L7917767,3.5692307692307694,27
L2555898,14.793846153846157,32
L2556943,5.6338461538461528,18
L2556718,15.166153846153847,60
L7135280,11.132307692307689,19
L2556061,18.658461538461538,88
L2557406,12.384615384615385,54
L2502445,15.756923076923076,50
L2556410,19.876923076923074,147
L2557243,17.741538461538461,800
L2555902,8.5999999999999979,27
L4620683,8.2553846153846173,205
L1395253,9.9846153846153864,21
L5044324,10.729230769230766,26
L2556750,6.6923076923076925,34
L4948704,6.24923076923077,97
L3365051,8.476923076923077,94
L2395272,10.864615384615384,31
L3502564,5.4369230769230779,48
L2556768,15.876923076923074,38
L7171322,7.1784615384615389,92
L3007769,13.313846153846153,23
L2557631,15.360000000000003,30
L4152595,12.390769230769232,365
L6216996,8.1753846153846155,47
L2557626,17.652307692307691,40
L7763766,10.996923076923077,26
L2557227,13.858461538461539,65
L928007,22.876923076923074,561
L2556608,7.1846153846153848,37
L4851081,5.6953846153846159,1326
L2557281,17.37846153846154,143
L2557254,6.0892307692307694,196
L3133422,3.0769230769230771,15
L4669912,4.2461538461538462,16
L2556917,7.7630769230769232,41
L2557543,17.526153846153846,117
L1337394,7.7415384615384628,24
L2556597,14.593846153846155,39
L7134780,7.8369230769230782,18
L4919251,11.707692307692309,39
L3009966,14.089230769230769,25
L1118447,5.5846153846153843,47
L3213889,19.200000000000003,38
L2556887,5.3015384615384606,307
L4709127,7.3292307692307679,115
L3007995,10.36,27
L2555591,11.473846153846154,22
L2556393,6.5846153846153843,34
L2555771,7.6123076923076924,22
L2557104,11.135384615384615,18
L9464587,6.7969230769230782,64
L2556744,10.966153846153842,147
L919142,7.5476923076923077,41
L8897834,7.5723076923076924,34
L6081741,11.003076923076923,145
L8042214,11.990769230769232,29
L9753818,5.4738461538461536,37
L4152440,9.0430769230769226,29
L3794322,13.36,51
L2556771,14.886153846153846,37
L4338131,12.753846153846155,64
L1073935,5.993846153846154,88
L2556429,13.950769230769231,30
L961684,16.858461538461537,126
L3825006,8.92,31
L4846355,11.661538461538461,117
L2556428,13.067692307692308,56
L2556769,9.0338461538461541,111
L6084261,24.310769230769232,43
L4594948,14.621538461538462,23
L2556263,13.427692307692308,20
L4181466,13.723076923076926,80
L1118229,3.7507692307692313,18
L6318982,12.0,15
L2556752,13.55076923076923,58
L955334,3.9630769230769229,86
L5589533,9.8307692307692314,41
L3955169,13.858461538461539,18
L3005808,7.0646153846153847,20
L2557747,4.2676923076923075,92
L2557880,7.6184615384615384,43
L2557239,19.455384615384617,127
L2556571,7.8984615384615386,27
L2557290,21.492307692307691,21
L1840722,6.4861538461538464,42
L11353031,12.870769230769234,28
L2556598,13.187692307692306,287
L6801429,7.6923076923076925,15
L7923747,6.5169230769230753,151
L3007822,10.704615384615385,86
L2557903,5.5999999999999988,127
L2556244,9.31076923076923,22
L3007699,8.0892307692307686,39
L2557618,16.12,26
L2198738,19.523076923076925,538
L2555753,14.418461538461539,20
L7115084,10.310769230769232,16
L2557425,14.427692307692304,87
L2555588,6.74153846153846,24
L3005608,8.20923076923077,30
L1822232,10.13846153846154,59
L7353758,7.0584615384615388,18
L3009883,20.996923076923075,53
L9464637,4.2646153846153849,23
L2556778,18.516923076923078,90
L5000454,8.9384615384615369,20
L2556062,11.975384615384618,23
L958321,8.6369230769230789,60
L8082924,11.55076923076923,24
L3522230,27.972307692307698,38
L2556266,11.400000000000002,44
L2556078,11.495384615384612,39
L5040645,4.8707692307692305,17
L8016289,6.92,19
L2557088,12.72,56
L4268162,2.8923076923076922,40
L941519,11.750769230769228,96
L5251773,12.123076923076921,25
L919145,6.1538461538461542,15
L11826370,7.90153846153846,31
L2557740,6.0030769230769234,291
L3450403,8.7169230769230772,21
L4931937,4.5261538461538464,85
L2505043,5.71076923076923,23
L6015522,4.0,15
L2558072,4.16,55
L915566,7.6430769230769213,683
L9019387,11.836923076923076,54
L3009524,5.12,391
L2557403,16.40307692307692,49
L2557234,9.5384615384615383,15
L2557062,7.41846153846154,18
L5003545,9.046153846153846,24
L5152283,4.7784615384615394,47
L2555918,13.436923076923076,16
L2558027,15.541538461538462,69
L2557219,13.590769230769233,35
L919147,7.9507692307692324,35
L2557450,9.2184615384615363,18
L5076722,5.2307692307692308,15
L2444301,12.876923076923074,314
L4998448,13.40307692307692,58
L2557727,8.9599999999999991,19
L2555757,14.855384615384615,343
L6293649,7.52,66
L1930244,16.916923076923077,60
L5051303,10.15076923076923,22
L945869,16.427692307692304,1639
L4429709,10.218461538461536,24
L4799912,11.544615384615383,21
L7542505,10.76923076923077,92
L1163982,15.824489795918366,20
L2965859,4.6387755102040815,16
L5652942,10.042857142857141,42
L1082388,2.6918367346938776,34
L5796709,17.465306122448979,19
L2965847,2.906122448979592,26
L7076605,15.851020408163265,18
L10801208,9.03061224489796,16
L2470369,6.2176165803108807,15
L1000889,20.274611398963728,53
L928365,27.673575129533678,69
L1070559,10.678756476683938,24
L1122063,19.160621761658028,198
L1079446,11.823834196891191,162
L2100305,19.808290155440417,63
L4431604,10.409326424870466,24
L1077098,15.974093264248705,44
L1079422,7.7668393782383411,17
L1070593,14.471502590673575,58
L1078903,25.60103626943005,116
L1070553,24.927461139896376,165
L1077383,3.1036269430051808,56
L1325399,24.419689119170979,347
L2180770,14.606217616580311,28
L1128883,14.129533678756477,18
L1325418,18.1139896373057,79
L982332,15.32124352331606,90
L1142270,10.512953367875649,16
L1077419,21.5958549222798,89
L2578040,14.239436619718312,16
L1194975,34.243243243243235,24
L3502599,31.52027027027027,18
L3402131,29.2972972972973,48
L11372422,33.087837837837846,34
L1231446,42.5,77
L11039498,16.539772727272727,20
L7106818,18.647727272727277,31
L10514573,11.363636363636363,160
L3097991,29.215909090909097,257
L3158314,25.335227272727273,66
L8299809,13.732954545454545,22
L3090340,26.02840909090909,540
L3098005,34.090909090909086,114
L8779830,32.335227272727273,38
L6353257,26.255681818181824,54
L3098000,30.772727272727273,162
L3092183,26.335227272727273,110
L3494532,5.4673913043478253,23
L4081405,13.239130434782611,49
L352473,23.929347826086957,164
L4389225,10.0,68
L780288,15.565543071161049,124
L715912,13.146067415730336,709
L8941987,4.6479400749063666,63
L6079185,21.610486891385769,157
L1586651,20.835205992509362,103
L2135265,17.9438202247191,1133
L8512268,11.715355805243444,31
L4966280,8.7790262172284645,27
L3985123,13.074906367041196,208
L6942305,20.026217228464414,35
L1146591,27.741573033707869,280
L1406276,17.292134831460679,45
L129665,16.64419475655431,336
L717224,15.730337078651685,15
L559205,18.104868913857679,442
L1896560,26.490636704119851,118
L3481644,12.696629213483146,33
L1130338,18.325842696629213,48
L3510468,10.644194756554308,17
L502854,5.6591760299625475,197
L1863351,7.7453183520599254,273
L783424,19.430711610486895,276
L2725782,11.528089887640448,56
L5209908,12.490636704119854,217
L780291,19.569288389513108,629
L345837,17.647940074906366,243
L5792675,10.161048689138578,122
L2902527,12.760299625468164,65
L2498468,8.0187265917603021,30
L275178,9.4606741573033712,25
L6159373,15.127340823970037,26
L150879,26.164794007490631,1116
L8916031,7.7340823970037453,40
L1539644,22.243445692883888,429
L2914314,20.490636704119847,218
L2355914,17.471910112359552,493
L1918109,16.741573033707866,632
L8580028,21.149812734082396,51
L3514343,16.876404494382022,176
L2176793,7.0337078651685392,114
L3455733,8.6067415730337089,34
L2176791,12.662921348314605,131
L129663,14.584269662921351,70
L5262572,16.273408239700377,16
L780284,14.38576779026217,143
L8234792,28.558052434456929,42
L11496259,6.7303370786516865,36
L1065489,8.2958801498127333,183
L2706995,17.471910112359556,41
L2289723,9.3220973782771548,23
L10156806,15.348314606741573,55
L5243843,7.3108614232209748,61
L11684073,17.898876404494381,19
L1176342,16.973782771535578,24
L2857135,13.022471910112362,108
L2284134,9.8127340823970055,51
L2396279,13.49812734082397,18
L2529556,20.8501872659176,35
L2121402,18.528089887640448,110
L1308672,4.3220973782771539,51
L504403,31.445692883895131,8008
L7969516,11.131086142322099,18
L304856,15.599250936329588,74
L3227233,15.262172284644194,70
L5292824,15.355805243445692,15
L1268119,12.610486891385769,211
L1069194,13.54307116104869,792
L2884724,17.014981273408235,48
L2792866,11.955056179775283,32
L6935568,6.9812734082397006,54
L208593,23.385767790262168,204
L144013,10.284644194756556,102
L10328062,8.98876404494382,15
L3636277,16.071161048689138,64
L916381,11.295880149812735,32
L511542,15.157303370786519,1197
L3077611,1.7565543071161052,44
L365923,21.913857677902627,610
L3903386,17.561797752808985,56
L11266712,21.378277153558052,17
L10880844,8.99250936329588,19
L1879713,15.749063670411985,623
L2037095,3.6479400749063671,29
L1756418,11.606741573033707,19
L3067523,17.73408239700375,409
L1358551,9.273408239700375,309
L2176790,5.6966292134831464,38
L126643,20.767790262172284,213
L4018014,17.827715355805246,99
L732494,22.63670411985019,1193
L3251386,19.101123595505619,15
L5494430,23.790262172284645,164
L9981361,11.625468164794007,70
L3637922,12.359550561797754,15
L5895169,6.9775280898876408,16
L661266,17.280898876404493,215
L8259179,11.591760299625468,27
L3268229,10.198501872659177,200
L160720,28.666666666666671,2736
L1025129,16.816479400749063,309
L1399129,14.726591760299629,163
L4849238,15.06367041198502,53
L194472,26.209737827715355,337
L4043917,7.6928838951310858,48
L279423,14.670411985018724,696
L1065756,15.82022471910112,267
L715915,24.895131086142321,580
L3158881,9.925093632958804,104
L10742275,9.8576779026217221,111
L7051756,20.835205992509362,30
L2176795,6.2621722846441958,47
L1672287,5.3857677902621726,32
L2736637,11.842696629213483,83
L266022,15.131086142322097,89
L6967126,16.973782771535582,43
L1148990,8.35205992509363,133
L1027761,15.539325842696632,125
L1152491,12.715355805243444,30
L11188616,23.7940074906367,47
L1099000,11.846441947565545,145
L1238543,9.51685393258427,122
L3917616,17.464419475655429,126
L424398,11.846441947565545,27
L3263500,5.9250936329588013,34
L5935438,6.3220973782771539,72
L7541175,21.696629213483146,37
L4002670,18.314606741573034,32
L3280540,8.1423220973782779,19
L1174466,23.04494382022472,137
L6955701,11.187265917602996,19
L901971,16.925093632958802,224
L1025772,17.749063670411985,430
L1836904,20.280898876404496,26
L4670053,24.011235955056179,82
L1757406,12.764044943820229,32
L3237831,19.891385767790261,71
L443209,23.805243445692888,435
L1864000,12.161048689138578,130
L1280320,22.786516853932586,210
L1544851,12.670411985018728,30
L1018256,11.228464419475653,117
L340518,21.119850187265918,926
L6466230,9.322097378277153,20
L207031,15.127340823970041,485
L1025768,26.419475655430716,1612
L2740762,12.580524344569291,97
L513743,11.962546816479401,125
L841268,19.146067415730336,167
L11137983,20.352059925093634,79
L2439198,24.8501872659176,29
L1291093,16.063670411985019,466
L208281,17.936329588014978,278
L871368,15.602996254681647,49
L1025807,4.1910112359550569,58
L3718682,16.827715355805239,57
L247197,22.1123595505618,854
L8706915,16.367041198501873,26
L1053172,19.636704119850187,471
L4523528,10.232209737827716,127
L907341,20.951310861423224,175
L1879717,16.539325842696631,479
L3633675,19.816479400749063,23
L3268227,6.9063670411985028,57
L2164056,19.367041198501873,188
L903076,16.898876404494381,30
L9374223,13.213483146067416,34
L3954192,7.7752808988764048,214
L2489236,18.355805243445698,92
L2937646,14.119850187265916,30
L345029,13.003745318352061,209
L4982209,33.701986754966889,69
L5422252,14.47019867549669,43
L7173158,24.721854304635766,26
L5422275,24.609271523178812,20
L8661464,21.74172185430464,26
L4979187,8.7284768211920554,134
L7173261,5.0463576158940393,21
L6942712,31.642384105960257,127
L5551700,13.748344370860927,44
L5878914,29.165562913907284,48
L7173187,15.788079470198673,93
L5087148,5.4370860927152327,55
L5422255,26.668874172185429,125
L5247392,36.443708609271518,21
L3558864,21.251655629139076,26
L3398900,38.82119205298013,188
L7853838,19.960264900662249,40
L5767290,10.158940397350994,61
L5219443,12.80794701986755,181
L8240633,36.569536423841058,16
L8207151,39.523178807947026,40
L8391632,12.556291390728475,24
L7173229,35.172185430463578,61
L11177516,37.086092715231786,15
L5908011,22.74172185430464,33
L7209706,10.569536423841061,54
L7022852,27.437086092715237,134
L8278388,10.933774834437088,32
L8401123,12.741721854304638,32
L3267897,46.5364238410596,218
L5422276,33.384105960264904,38
L4186775,42.456953642384107,47
L3398897,36.284768211920529,720
L8216838,14.781456953642381,49
L5422263,16.158940397350992,21
L5422269,26.317880794701988,28
L4943109,9.880794701986753,33
L5422266,24.152317880794705,35
L7195067,18.112582781456954,60
L8524914,15.410596026490067,46
L8483274,13.993377483443709,34
L8871927,13.245033112582782,15
L5549199,13.364238410596027,42
L5095826,19.119205298013249,148
L8612947,9.5827814569536418,20
L8070861,27.1523178807947,15
L8612406,13.668874172185433,18
L4934653,11.6158940397351,587
L3277988,22.821192052980138,92
L5227001,35.496688741721854,41
L3265316,43.37748344370862,371
L5087150,10.622516556291391,135
L6860096,27.67549668874172,125
L6081908,31.066225165562916,150
L8392237,16.390728476821188,46
L8644931,11.052980132450333,33
L8210678,10.072847682119205,24
L4941199,8.2052980132450344,74
L5243283,16.450331125827816,284
L10185186,29.801324503311257,15
L8364238,13.649006622516559,17
L5628369,16.8476821192053,72
L1525514,14.536111111111111,17
L8607014,11.622047244094489,47
L4117297,18.811023622047241,52
L4919446,18.354330708661415,29
L1912725,18.254593175853017,59
L3297162,10.354330708661418,25
L2755552,15.110236220472443,53
L8935434,15.879265091863518,67
L4024015,7.2965879265091855,107
L8958542,12.950131233595801,18
L972503,7.31758530183727,59
L4010842,24.824146981627297,35
L1277000,16.065616797900265,70
L3983864,15.734972677595628,37
L2603807,14.980874316939891,79
L9637017,14.185792349726777,16
L7602501,19.284153005464482,49
L7505215,16.983606557377048,66
L8332409,8.28415300546448,22
L2608345,13.614754098360658,173
L2401793,22.645522388059703,133
L4216397,17.350746268656717,44
L6375613,9.343283582089553,310
L2604095,10.074626865671641,15
L4465416,27.720149253731339,18
L8083515,19.738805970149254,28
L4240208,3.8358208955223883,17
L5136720,23.39179104477612,16
L4991476,24.634328358208958,143
L3260284,17.947761194029855,20
L5590438,21.115671641791046,50
L5716671,24.574626865671643,23
L3796585,5.9067164179104488,41
L9214967,3.0111940298507465,23
L4248207,6.6604477611940291,25
L2583493,29.052238805970141,664
L3962456,23.100746268656717,30
L6686944,22.783582089552237,25
L9174587,8.6641791044776131,38
L2601057,25.328358208955223,34
L6147864,15.455223880597012,42
L4178979,18.052238805970148,401
L3350899,4.2761194029850742,144
L7370118,21.507462686567163,342
L8977013,25.56343283582089,23
L3350902,9.473880597014924,20
L5716476,9.48134328358209,55
